8.400000	0.069157	0.270786	-0.004684	0.069157	0.270786	-0.004684
8.500000	0.041939	0.273122	0.022325	0.041939	0.273122	0.022325
8.600000	0.014623	0.272755	0.048808	0.014623	0.272755	0.048808
8.700000	-0.012523	0.269719	0.074527	-0.012523	0.269719	0.074527
8.800000	-0.039234	0.264074	0.099251	-0.039234	0.264074	0.099251
8.900000	-0.065253	0.255902	0.122759	-0.065253	0.255902	0.122759
9.000000	-0.090334	0.245312	0.144847	-0.090334	0.245312	0.144847
9.100000	-0.114239	0.232431	0.165323	-0.114239	0.232431	0.165323
9.200000	-0.136748	0.217409	0.184011	-0.136748	0.217409	0.184011
9.300000	-0.157655	0.200414	0.200755	-0.157655	0.200414	0.200755
9.400000	-0.176772	0.181632	0.215417	-0.176772	0.181632	0.215417
9.500000	-0.193929	0.161264	0.227879	-0.193929	0.161264	0.227879
9.600000	-0.208979	0.139525	0.238046	-0.208979	0.139525	0.238046
9.700000	-0.221795	0.116639	0.245845	-0.221795	0.116639	0.245845
9.800000	-0.232276	0.092840	0.251223	-0.232276	0.092840	0.251223
9.900000	-0.240341	0.068370	0.254153	-0.240341	0.068370	0.254153
10.000000	-0.245936	0.043473	0.254630	-0.245936	0.043473	0.254630
